interaction,direction,correspondent_id,datetime,call_duration
text,in,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:54:04,
text,in,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:52:21,
text,in,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:50:25,
text,in,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:49:33,
text,in,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:49:31,
text,in,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:49:20,
text,in,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:49:04,
text,in,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:47:11,
text,in,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:46:31,
text,in,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:46:16,
text,in,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:45:26,
text,in,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:44:57,
text,in,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:44:33,
text,in,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:42:03,
text,in,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:41:01,
text,in,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:40:31,
text,in,c803cce79d10833a61223e8288acf48681c06865,2010-07-27 13:06:08,
text,out,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:47:18,
text,out,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:46:39,
text,out,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:45:41,
text,out,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:45:11,
text,out,66042c65a25f9bb2c4a208fb602758f6c228fde6,2010-07-27 16:43:47,
text,in,6597e101c3531e97742273bf993e15f3967b6f22,2010-07-28 07:43:21,
text,in,6597e101c3531e97742273bf993e15f3967b6f22,2010-07-30 08:09:30,
text,in,6597e101c3531e97742273bf993e15f3967b6f22,2010-07-31 13:48:31,
text,out,6597e101c3531e97742273bf993e15f3967b6f22,2010-07-31 13:47:39,
