interaction,direction,correspondent_id,datetime,call_duration
text,in,8d823cf742ec59a690f45a55785e08cf174fa831,2010-09-07 12:08:23,
text,in,14351d9b306de28c7bb9a55ba4aaf30ef2e09263,2010-09-08 07:44:20,
text,out,14351d9b306de28c7bb9a55ba4aaf30ef2e09263,2010-09-08 08:39:31,
text,in,14351d9b306de28c7bb9a55ba4aaf30ef2e09263,2010-09-08 09:37:45,
text,in,ec7f1f65067126f3b2bd1037de8a18d0db2ec84b,2010-09-11 18:59:49,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-09-21 15:48:18,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-09-29 11:51:08,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-09-29 18:14:36,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-09-29 19:05:46,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-09-29 18:52:15,
text,out,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-01 09:14:58,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-01 16:51:00,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-01 17:30:59,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-05 12:46:30,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-05 18:44:58,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-05 19:14:18,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-05 21:29:33,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-06 08:46:35,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-06 11:37:44,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-06 11:46:35,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-06 13:17:41,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-07 11:31:59,
text,out,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-07 12:00:26,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-07 18:02:09,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-07 18:48:58,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-07 19:11:18,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-08 13:43:35,
text,in,463e0146baefd8bef2562abe3c5926b7f85b3f82,2010-10-08 18:07:29,
text,in,463e0146baefd8bef2562abe3c5926b7f85b3f82,2010-10-08 18:07:17,
text,out,463e0146baefd8bef2562abe3c5926b7f85b3f82,2010-10-08 18:23:16,
text,in,ea5f64e3c8cecc4b2876a3c954dd052c0d6919c5,2010-10-10 18:12:51,
text,in,56965a603288c04a51a00c036b19333febf3cf09,2010-10-11 11:01:49,
text,out,56965a603288c04a51a00c036b19333febf3cf09,2010-10-11 12:14:49,
text,in,56965a603288c04a51a00c036b19333febf3cf09,2010-10-11 12:52:30,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-12 10:17:01,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-12 13:11:29,
text,in,b62410d99e807f53a78dc3c197f3603f8d734e64,2010-10-12 19:39:31,
text,in,51eac6b471a284d3341d8c0c63d0f1a286262a18,2010-10-13 16:31:32,
