datetime,interaction,direction,correspondent_id,call_duration
2011-03-07 11:57:08,call,in,b75060ceff5e41d3e04ceabdd276abeb3043cb66,85
2011-03-07 11:48:35,call,out,a906f8dc637e2a4fd50601904dc83322ef982ce1,34
2011-03-07 14:29:40,call,out,953d393a6f3ecda8c9059a4a18ddd2df89d5a5aa,6
2011-03-07 17:45:07,call,in,fa10-01-02,89
2011-03-07 18:00:28,call,out,fa10-01-02,161
2011-03-07 20:30:36,call,out,fa10-01-01,110
2011-03-07 21:56:44,call,out,fa10-01-02,14
2011-03-07 21:55:45,call,out,fa10-01-02,3
2011-03-07 21:54:54,call,out,fa10-01-02,5
2011-03-07 22:10:16,call,in,fa10-01-02,4618
2011-03-08 07:41:53,call,in,b451b777e37dbd5cb5dfc4cee1d198a41deddc18,291
2011-03-08 07:39:15,call,out,b451b777e37dbd5cb5dfc4cee1d198a41deddc18,0
2011-03-08 08:04:23,call,out,b451b777e37dbd5cb5dfc4cee1d198a41deddc18,220
2011-03-08 08:31:30,call,out,fa10-01-02,219
2011-03-08 08:50:09,call,out,fa10-01-02,132
2011-03-08 11:06:27,call,out,fa10-01-02,0
2011-03-08 11:05:39,call,out,fa10-01-02,3
2011-03-08 11:16:14,call,out,fa10-01-02,0
2011-03-08 15:42:28,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,254
2011-03-08 15:36:39,call,out,fa10-01-02,1
2011-03-08 15:55:44,call,in,fa10-01-02,83
2011-03-08 16:33:18,call,in,fa10-01-02,55
2011-03-08 16:31:50,call,out,fa10-01-01,49
2011-03-08 16:41:37,call,out,142647c6a9540d90031b8c281353106df0268579,139
2011-03-08 17:12:26,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,252
2011-03-08 17:11:18,call,out,fa10-01-01,36
2011-03-08 16:51:35,call,out,fa10-01-02,117
2011-03-08 17:43:10,call,out,542dcf67bc9c20db87723fc6e3a0add682726ace,344
2011-03-08 18:04:44,call,out,fa10-01-02,100
2011-03-08 18:32:06,call,in,b75060ceff5e41d3e04ceabdd276abeb3043cb66,292
2011-03-08 19:16:07,call,out,fa10-01-02,27
2011-03-08 20:11:56,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,73
2011-03-08 20:10:52,call,out,fa10-01-01,31
2011-03-08 21:55:57,call,in,49a982acc6c46c383f6ce0ff01d01d20749c71ce,111
2011-03-09 10:08:40,call,in,fa10-01-02,80
2011-03-09 10:04:37,call,out,fa10-01-02,14
2011-03-09 10:53:17,call,in,9c648e7c0b70758844ad1bcc55fc12ac5ddfa2f5,215
2011-03-09 11:23:02,call,in,953d393a6f3ecda8c9059a4a18ddd2df89d5a5aa,560
2011-03-09 12:35:31,call,out,fa10-01-02,30
2011-03-09 12:51:55,call,out,fa10-01-02,736
2011-03-09 14:05:07,call,in,b75060ceff5e41d3e04ceabdd276abeb3043cb66,68
2011-03-09 13:15:38,call,out,fa10-01-02,500
2011-03-09 16:30:31,call,out,fa10-01-02,157
2011-03-09 18:02:02,call,out,fa10-01-02,165
2011-03-09 18:00:59,call,out,64f0629df65bff4f4d71660580427a7dd6996746,22
2011-03-09 18:48:12,call,out,fa10-01-01,16
2011-03-09 22:09:18,call,out,fa10-01-02,383
2011-03-09 22:03:56,call,out,fa10-01-01,95
2011-03-09 22:23:08,call,out,fa10-01-02,45
2011-03-10 09:43:39,call,out,fa10-01-02,189
2011-03-10 09:42:57,call,out,fa10-01-02,1
2011-03-10 10:29:33,call,out,fa10-01-02,188
2011-03-10 15:15:58,call,out,fa10-01-01,35
2011-03-10 15:23:54,call,out,fa10-01-02,9
2011-03-10 15:21:51,call,out,fa10-01-02,93
2011-03-10 16:18:39,call,out,fa10-01-02,59
2011-03-10 16:10:54,call,out,fa10-01-02,7
2011-03-10 16:10:33,call,out,fa10-01-02,0
2011-03-10 17:19:19,call,in,fa10-01-02,374
2011-03-10 18:21:58,call,out,3ea2d0325e59efc80fcf25775be2c6c8d45a410a,289
2011-03-10 19:56:54,call,in,fa10-01-02,136
2011-03-11 07:26:31,call,out,fa10-01-02,2
2011-03-10 23:21:11,call,out,fa10-01-01,4
2011-03-10 23:20:54,call,out,fa10-01-01,0
2011-03-11 21:18:43,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,33
2011-03-11 21:18:20,call,out,fa10-01-01,0
2011-03-11 21:17:51,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,0
2011-03-11 17:39:01,call,out,8de6a4fbb62e20c961752dbbbafdac567cf4437b,46
2011-03-11 17:26:52,call,in,fa10-01-02,144
2011-03-11 16:22:15,call,in,fa10-01-02,165
2011-03-11 16:20:13,call,out,fa10-01-02,9
2011-03-11 16:02:40,call,out,b451b777e37dbd5cb5dfc4cee1d198a41deddc18,6
2011-03-11 13:04:08,call,out,a906f8dc637e2a4fd50601904dc83322ef982ce1,114
2011-03-11 11:40:33,call,in,fa10-01-02,21
2011-03-11 11:33:18,call,out,fa10-01-02,78
2011-03-12 09:40:54,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,40
2011-03-12 09:40:46,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,0
2011-03-12 09:38:44,call,out,fa10-01-01,93
2011-03-13 21:13:40,call,out,38dd80f0093818c2e22dc92d19db0baa08c4e09c,371
2011-03-13 20:46:27,call,out,38dd80f0093818c2e22dc92d19db0baa08c4e09c,48
2011-03-13 19:55:53,call,out,daa9dece01c48da4635bf5f250142cfb6577d822,2101
2011-03-13 18:21:46,call,out,fc2cace36d8e842fc4b64a718306bd50908dbc21,143
2011-03-13 18:14:02,call,out,b1e9574be5f5854ac0df8614346efa8194b0d9c9,268
2011-03-14 02:34:34,call,out,6f220c5165b247aa97a30899339bc2aa552472bc,57
2011-03-14 02:25:42,call,out,6f220c5165b247aa97a30899339bc2aa552472bc,1
2011-03-14 02:23:52,call,out,6f220c5165b247aa97a30899339bc2aa552472bc,82
2011-03-14 19:15:27,call,in,c6382203ece646d95702f254050be0c8506090ae,1664
2011-03-14 18:58:05,call,out,c6382203ece646d95702f254050be0c8506090ae,84
2011-03-14 18:46:30,call,out,a9e830596a384c0a2196648771cdd49b0c0e8954,549
2011-03-14 18:45:23,call,out,fa10-01-01,20
2011-03-14 17:51:53,call,in,daa9dece01c48da4635bf5f250142cfb6577d822,1661
2011-03-14 17:42:33,call,out,daa9dece01c48da4635bf5f250142cfb6577d822,18
2011-03-14 17:32:59,call,out,ec07447b0a3bd276b57fbc63ba9b9f9423f9f47b,516
2011-03-14 15:43:13,call,in,a6590443ad7622e87916fd697d6983095f3eaa21,769
2011-03-14 11:45:42,call,in,fa10-01-02,220
2011-03-14 11:22:07,call,in,fa10-01-02,404
2011-03-14 11:05:21,call,out,fa10-01-02,24
2011-03-15 09:49:07,call,out,4ccc105112385476f2582154388033d75ecd7364,114
2011-03-15 08:26:29,call,out,fa10-01-02,32
2011-03-15 12:07:56,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,122
2011-03-15 11:45:23,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,1266
2011-03-15 11:38:54,call,out,a9e830596a384c0a2196648771cdd49b0c0e8954,6
2011-03-15 10:28:18,call,out,4ccc105112385476f2582154388033d75ecd7364,123
2011-03-15 19:50:13,call,out,3ea2d0325e59efc80fcf25775be2c6c8d45a410a,7
2011-03-15 19:40:44,call,out,fa10-01-02,243
2011-03-16 19:33:28,call,out,3ea2d0325e59efc80fcf25775be2c6c8d45a410a,7
2011-03-16 18:00:40,call,out,fdd73b28d60690d0aa1947da443b794e64bb807a,1819
2011-03-16 17:35:33,call,out,38dd80f0093818c2e22dc92d19db0baa08c4e09c,32
2011-03-16 16:11:41,call,in,3ea2d0325e59efc80fcf25775be2c6c8d45a410a,0
2011-03-16 16:03:46,call,out,fa10-01-02,0
2011-03-16 11:56:00,call,out,fa10-01-02,24
2011-03-16 11:55:16,call,out,fa10-01-02,0
2011-03-16 23:42:56,call,out,fa10-01-01,30
2011-03-16 22:31:25,call,out,daa9dece01c48da4635bf5f250142cfb6577d822,21
2011-03-17 00:52:50,call,in,356a192b7913b04c54574d18c28d46e6395428ab,194
2011-03-17 12:37:26,call,out,3ea2d0325e59efc80fcf25775be2c6c8d45a410a,3
2011-03-17 12:35:14,call,out,3ea2d0325e59efc80fcf25775be2c6c8d45a410a,5
2011-03-17 12:34:55,call,out,3ea2d0325e59efc80fcf25775be2c6c8d45a410a,4
2011-03-17 12:33:51,call,in,3ea2d0325e59efc80fcf25775be2c6c8d45a410a,23
2011-03-17 13:03:16,call,in,ec5be5bbb1a719fc8c348ebbc577b99a61457575,3
2011-03-19 15:41:22,call,in,4b59aa5179cb3d8cb8b47ecd45f0af29b236f078,14
2011-03-19 15:38:03,call,out,3110729a165c8ee76671cbc56bfc83478cf80cb8,3267
2011-03-19 15:33:10,call,in,4b59aa5179cb3d8cb8b47ecd45f0af29b236f078,133
2011-03-19 15:29:53,call,in,4b59aa5179cb3d8cb8b47ecd45f0af29b236f078,38
2011-03-19 15:27:21,call,in,4b59aa5179cb3d8cb8b47ecd45f0af29b236f078,34
2011-03-19 15:20:23,call,in,daa9dece01c48da4635bf5f250142cfb6577d822,43
2011-03-19 15:10:34,call,out,4b59aa5179cb3d8cb8b47ecd45f0af29b236f078,24
2011-03-19 15:08:00,call,in,daa9dece01c48da4635bf5f250142cfb6577d822,138
2011-03-19 14:37:17,call,out,4b59aa5179cb3d8cb8b47ecd45f0af29b236f078,42
2011-03-19 14:19:06,call,out,fa10-01-01,22
2011-03-19 13:35:49,call,out,daa9dece01c48da4635bf5f250142cfb6577d822,110
2011-03-19 13:21:53,call,out,fa10-01-01,23
2011-03-19 11:47:39,call,out,daa9dece01c48da4635bf5f250142cfb6577d822,95
2011-03-18 23:14:08,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,91
2011-03-18 16:23:49,call,in,daa9dece01c48da4635bf5f250142cfb6577d822,13
2011-03-18 15:43:16,call,out,daa9dece01c48da4635bf5f250142cfb6577d822,139
2011-03-18 15:29:45,call,out,daa9dece01c48da4635bf5f250142cfb6577d822,116
2011-03-18 15:29:28,call,out,d8fbcb1a88b0f4bb8473ea26d41588a26d27ef62,0
2011-03-18 13:42:41,call,in,b75060ceff5e41d3e04ceabdd276abeb3043cb66,853
2011-03-18 12:19:46,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,35
2011-03-17 21:08:54,call,out,daa9dece01c48da4635bf5f250142cfb6577d822,852
2011-03-17 21:08:17,call,out,fa10-01-01,22
2011-03-17 21:07:31,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,3
2011-03-17 21:07:17,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,4
2011-03-17 21:06:35,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,3
2011-03-19 21:04:24,call,in,4b59aa5179cb3d8cb8b47ecd45f0af29b236f078,38
2011-03-19 22:33:42,call,in,b75060ceff5e41d3e04ceabdd276abeb3043cb66,122
2011-03-19 22:32:59,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,19
2011-03-19 21:48:25,call,out,fa10-01-02,99
2011-03-23 23:11:47,call,out,66a2478eff6809d958881e2e8eb91a32b8979e90,38
2011-03-23 22:45:58,call,out,66a2478eff6809d958881e2e8eb91a32b8979e90,33
2011-03-23 21:44:41,call,in,daa9dece01c48da4635bf5f250142cfb6577d822,250
2011-03-23 21:24:33,call,in,daa9dece01c48da4635bf5f250142cfb6577d822,24
2011-03-23 21:23:28,call,out,daa9dece01c48da4635bf5f250142cfb6577d822,26
2011-03-23 18:43:23,call,out,3ea2d0325e59efc80fcf25775be2c6c8d45a410a,75
2011-03-23 18:43:07,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,0
2011-03-23 18:35:00,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,154
2011-03-23 18:33:35,call,out,fa10-01-01,41
2011-03-23 16:30:58,call,out,733745394df93af9b676b5df3cc780b6da880766,417
2011-03-23 16:29:06,call,out,733745394df93af9b676b5df3cc780b6da880766,1
2011-03-23 16:23:06,call,out,3ea2d0325e59efc80fcf25775be2c6c8d45a410a,4
2011-03-23 16:09:38,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,2
2011-03-23 15:51:20,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,28
2011-03-23 15:33:08,call,in,daa9dece01c48da4635bf5f250142cfb6577d822,72
2011-03-23 15:13:28,call,out,daa9dece01c48da4635bf5f250142cfb6577d822,390
2011-03-23 14:26:09,call,out,daa9dece01c48da4635bf5f250142cfb6577d822,368
2011-03-23 11:10:31,call,in,d01da90dd3bee355b68bccee8f979a9ff5f391b7,925
2011-03-22 20:17:28,call,out,61f471318c111d39307b126a6e4c221f7a2907fc,215
2011-03-22 19:41:54,call,out,3ea2d0325e59efc80fcf25775be2c6c8d45a410a,112
2011-03-22 19:41:32,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,0
2011-03-22 19:31:27,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,56
2011-03-22 19:08:30,call,out,b75060ceff5e41d3e04ceabdd276abeb3043cb66,145
2011-03-22 18:55:17,call,in,b75060ceff5e41d3e04ceabdd276abeb3043cb66,68
2011-03-22 18:33:59,call,out,993333f1836511f4390818a0a3764017210c855c,9
2011-03-22 18:04:57,call,in,b75060ceff5e41d3e04ceabdd276abeb3043cb66,749
2011-03-22 17:11:05,call,out,38dd80f0093818c2e22dc92d19db0baa08c4e09c,91
2011-03-21 18:45:25,call,in,b75060ceff5e41d3e04ceabdd276abeb3043cb66,349
2011-03-21 18:08:23,call,in,daa9dece01c48da4635bf5f250142cfb6577d822,175
2011-03-21 18:04:30,call,in,b75060ceff5e41d3e04ceabdd276abeb3043cb66,211
2011-03-21 15:36:42,call,out,daa9dece01c48da4635bf5f250142cfb6577d822,1320
2011-03-21 15:34:43,call,out,201b07ede52857bfa68f1f59f3b244b6eebe43b7,39
2011-03-21 15:33:54,call,out,201b07ede52857bfa68f1f59f3b244b6eebe43b7,0
2011-03-21 14:43:27,call,out,3ea2d0325e59efc80fcf25775be2c6c8d45a410a,2009
2011-03-21 14:42:44,call,out,49a93c4756f4938908f010f39974cfe0ac8047f7,0
2011-03-21 14:41:00,call,out,fa10-01-01,19
2011-03-20 17:47:52,call,out,3ea2d0325e59efc80fcf25775be2c6c8d45a410a,4
2011-03-20 12:15:10,call,out,daa9dece01c48da4635bf5f250142cfb6577d822,210
2011-03-24 12:52:18,call,in,ec5be5bbb1a719fc8c348ebbc577b99a61457575,113
2011-03-24 12:46:17,call,in,b75060ceff5e41d3e04ceabdd276abeb3043cb66,127
2011-03-24 15:40:16,call,out,fa10-01-02,0
2011-03-24 15:39:32,call,out,fa10-01-02,0
2011-03-24 15:39:00,call,out,fa10-01-02,0
2011-03-24 15:38:08,call,out,fa10-01-02,0
2011-03-24 15:37:46,call,out,fa10-01-02,0
2011-03-24 16:58:33,call,out,1e6160b2c9a99b588b2c07c84c8d1f1ea88c6423,62
2011-03-24 16:55:41,call,out,38dd80f0093818c2e22dc92d19db0baa08c4e09c,138
2011-03-24 17:17:37,call,out,7b62ad0700e700e47616b7b7c11b1b618e9e8ce1,0
2011-03-25 08:05:05,call,out,fa10-01-02,19
2011-03-25 08:34:19,call,out,fa10-01-02,0
2011-03-25 08:33:53,call,out,fa10-01-02,0
2011-03-25 13:35:43,call,out,6427e19bb32d0d09712a8bafec1c7398b7e3bf20,30
2011-03-25 13:31:19,call,out,6427e19bb32d0d09712a8bafec1c7398b7e3bf20,0
2011-03-25 13:28:18,call,out,6427e19bb32d0d09712a8bafec1c7398b7e3bf20,5
2011-03-25 13:22:40,call,out,fa10-01-01,60
2011-03-25 12:04:48,call,in,fa10-01-02,92
2011-03-25 12:02:19,call,out,fa10-01-02,0
2011-03-26 13:01:01,call,in,2323078969443c45495d03a39d4b0f09badcc049,202
2011-03-26 18:30:58,call,out,fa10-01-01,120
2011-03-26 21:19:27,call,out,daa9dece01c48da4635bf5f250142cfb6577d822,0
2011-04-19 22:50:28,call,out,c1df5f2f0ab4dcb54db3f4b33a8c2ae938ce2071,47
2011-04-20 10:25:24,call,out,8e0753c8f955cf866d0b976fc17bcbbb7ce21fd7,0
2011-04-20 10:24:30,call,out,8e0753c8f955cf866d0b976fc17bcbbb7ce21fd7,5
2011-04-20 10:47:25,call,out,f7b1a2751af4cd1ee83bd3e8fca171dad2c6e5fe,176
2011-04-20 11:33:10,call,out,fa10-01-02,41
2011-04-20 15:57:21,call,out,fa10-01-01,23
2011-04-20 16:21:33,call,in,98091cd290195bfca8acb8bd44fd8eac4b9b8c1d,45
2011-04-20 18:24:34,call,in,fa10-01-02,0
