interaction,direction,correspondent_id,datetime,call_duration
text,in,715432d90cbbe8b1dee128683106260a2ae8b49f,2010-10-03 11:55:09,
text,in,715432d90cbbe8b1dee128683106260a2ae8b49f,2010-10-03 11:58:02,
text,out,715432d90cbbe8b1dee128683106260a2ae8b49f,2010-10-03 11:58:59,
text,out,715432d90cbbe8b1dee128683106260a2ae8b49f,2010-10-03 11:56:28,
text,in,fa10-01-22,2010-10-06 14:23:34,
text,in,bf3001ade76d84f1bb46450efe71a454e95df31d,2010-10-10 17:51:05,
text,in,bf3001ade76d84f1bb46450efe71a454e95df31d,2010-10-10 17:50:55,
text,in,ab6fbe4545783f4a3d65ccbf3ebc40ce05203d1b,2010-10-14 12:18:17,
text,in,11fa35cd97fe0ab257a58529ce8c6363cc41bb28,2010-10-25 12:20:26,
text,in,11fa35cd97fe0ab257a58529ce8c6363cc41bb28,2010-10-25 12:20:24,
text,in,715432d90cbbe8b1dee128683106260a2ae8b49f,2010-10-28 07:44:21,
text,in,ab6fbe4545783f4a3d65ccbf3ebc40ce05203d1b,2010-10-30 15:42:14,
text,in,4550bce572131d6e69822c95d1ce69f619304f67,2010-10-31 10:30:31,
text,in,cd08f58a3f3e17107be83d622c40ca1f2abf237e,2010-11-06 00:37:17,
text,in,b282e64864957d7dc2c0a646516cbd3fb13c8a1e,2010-11-15 16:28:50,
text,in,ab6fbe4545783f4a3d65ccbf3ebc40ce05203d1b,2010-11-16 12:15:33,
text,in,ab6fbe4545783f4a3d65ccbf3ebc40ce05203d1b,2010-11-30 16:04:33,
text,in,11fa35cd97fe0ab257a58529ce8c6363cc41bb28,2010-12-12 10:35:22,
text,in,ab6fbe4545783f4a3d65ccbf3ebc40ce05203d1b,2010-12-17 12:42:36,
text,in,ab6fbe4545783f4a3d65ccbf3ebc40ce05203d1b,2010-12-30 15:34:47,
text,in,6a1ea9e388412520b63872eaa869f616105ce4f8,2010-12-31 18:33:54,
text,in,6a1ea9e388412520b63872eaa869f616105ce4f8,2010-12-31 18:33:45,
text,out,6a1ea9e388412520b63872eaa869f616105ce4f8,2010-12-31 18:39:02,
text,in,6a1ea9e388412520b63872eaa869f616105ce4f8,2011-01-01 04:46:06,
text,in,3de808ab2a5d3236f46b803efe0a20fbe77e7e89,2011-01-06 09:09:38,
text,in,ab6fbe4545783f4a3d65ccbf3ebc40ce05203d1b,2011-01-17 12:34:05,
text,in,3de808ab2a5d3236f46b803efe0a20fbe77e7e89,2011-01-25 12:26:44,
text,in,dca7ed4bc1dfc30730951040438c01446f2193a7,2011-01-30 10:26:51,
text,in,ab6fbe4545783f4a3d65ccbf3ebc40ce05203d1b,2011-01-30 15:34:13,
text,in,f171e235490003e6ca6fb1fe0945baf2bb666a0c,2011-02-02 18:35:12,
text,in,f171e235490003e6ca6fb1fe0945baf2bb666a0c,2011-02-02 18:34:53,
text,in,ceba5e6cd2f716f95f8784165b192601c983d148,2011-02-04 13:59:45,
text,in,2a6a2d07b4139f05438e09a01ba427affd86ecca,2011-02-06 05:48:33,
text,out,2a6a2d07b4139f05438e09a01ba427affd86ecca,2011-02-06 05:56:57,
text,in,dca7ed4bc1dfc30730951040438c01446f2193a7,2011-02-06 09:02:16,
text,in,11fa35cd97fe0ab257a58529ce8c6363cc41bb28,2011-02-08 09:42:18,
text,in,2803933039d2c58f3290c01b156ca62cc6e147cb,2011-02-08 20:41:24,
text,in,96b07161fc2f36f3009be68236c7e70530077042,2011-02-10 09:39:38,
text,in,2a6a2d07b4139f05438e09a01ba427affd86ecca,2011-02-10 19:42:30,
text,in,ab6fbe4545783f4a3d65ccbf3ebc40ce05203d1b,2011-02-15 11:49:27,
text,in,d27e7c8ba658575a4b2100600c76ddcd9c4423a,2011-02-19 11:57:48,
text,in,54368b2edd81eba3ba3ed2e3bcde7b51c9ad1f36,2011-02-20 16:49:12,
text,in,715432d90cbbe8b1dee128683106260a2ae8b49f,2011-02-21 20:36:10,
text,in,dca7ed4bc1dfc30730951040438c01446f2193a7,2011-02-26 01:15:20,
text,in,ab6fbe4545783f4a3d65ccbf3ebc40ce05203d1b,2011-03-02 15:51:05,
text,in,f79f1fa139fd32f1a5e0e621d26624037b83a73f,2011-03-08 12:02:53,
text,in,f79f1fa139fd32f1a5e0e621d26624037b83a73f,2011-03-08 12:02:51,
text,in,f79f1fa139fd32f1a5e0e621d26624037b83a73f,2011-03-08 12:00:12,
