interaction,direction,correspondent_id,datetime,call_duration
call,out,sp10-01-36,2011-02-14 12:46:52,21.0
call,out,sp10-01-36,2011-02-15 18:22:54,77.0
call,out,sp10-01-36,2011-02-15 12:53:53,19.0
call,out,sp10-01-36,2011-02-16 12:51:17,20.0
call,in,sp10-01-36,2011-02-18 18:38:42,26.0
call,in,sp10-01-36,2011-02-18 13:02:04,24.0
call,in,sp10-01-36,2011-02-18 12:45:40,18.0
call,in,sp10-01-36,2011-02-18 08:27:11,31.0
call,in,sp10-01-36,2011-02-22 15:42:10,11.0
call,out,sp10-01-36,2011-02-22 15:25:55,42.0
call,out,sp10-01-36,2011-02-22 14:13:32,167.0
call,in,sp10-01-36,2011-02-23 14:49:00,193.0
call,in,sp10-01-36,2011-02-28 17:55:37,49.0
call,out,sp10-01-36,2011-03-01 12:40:47,20.0
call,out,sp10-01-36,2011-03-02 12:40:33,17.0
call,in,sp10-01-36,2011-03-02 09:32:34,102.0
call,out,sp10-01-36,2011-03-02 08:30:56,92.0
call,in,sp10-01-36,2011-03-03 08:33:32,24.0
call,out,sp10-01-36,2011-03-03 12:43:47,17.0
call,out,sp10-01-36,2011-03-04 12:31:09,23.0
call,out,sp10-01-36,2011-03-04 12:30:40,26.0
call,out,sp10-01-36,2011-03-07 14:02:50,39.0
call,out,sp10-01-36,2011-03-07 14:01:48,32.0
call,in,sp10-01-36,2011-03-08 16:57:30,55.0
call,in,sp10-01-36,2011-03-08 12:55:31,9.0
call,out,sp10-01-36,2011-03-09 14:22:33,22.0
call,out,sp10-01-36,2011-03-09 14:16:35,55.0
call,out,sp10-01-36,2011-03-09 14:05:22,12.0
call,out,sp10-01-36,2011-03-09 12:47:16,33.0
call,in,sp10-01-36,2011-03-15 14:28:53,99.0
call,in,sp10-01-36,2011-03-17 14:12:15,37.0
call,in,sp10-01-36,2011-03-18 15:40:48,150.0
call,out,sp10-01-36,2011-03-22 12:34:39,30.0
call,in,sp10-01-36,2011-03-22 18:19:41,8.0
call,in,fa10-01-70,2011-03-23 20:16:10,116.0
