interaction,direction,correspondent_id,datetime,call_duration
text,in,sp10-01-45,2010-07-30 14:45:15,
text,in,sp10-01-45,2010-07-30 14:44:55,
text,in,sp10-01-45,2010-07-30 14:44:34,
text,in,sp10-01-45,2010-07-30 14:44:24,
text,in,sp10-01-45,2010-07-30 14:44:14,
text,in,sp10-01-45,2010-07-30 14:43:53,
text,in,sp10-01-45,2010-07-30 14:43:43,
text,in,sp10-01-45,2010-07-30 14:41:35,
text,in,sp10-01-45,2010-07-30 14:37:20,
text,in,sp10-01-45,2010-07-30 14:37:03,
text,in,sp10-01-45,2010-07-30 14:36:42,
text,out,sp10-01-45,2010-07-30 14:44:38,
text,out,sp10-01-45,2010-07-30 14:43:26,
text,out,sp10-01-45,2010-07-30 14:42:53,
text,out,sp10-01-45,2010-07-30 14:40:00,
text,out,sp10-01-45,2010-07-30 14:39:15,
text,out,sp10-01-39,2010-08-04 20:30:03,
text,in,sp10-01-39,2010-08-05 01:46:51,
text,in,sp10-01-45,2010-08-05 14:55:20,
text,out,sp10-01-45,2010-08-05 14:56:34,
text,out,sp10-01-45,2010-08-05 13:47:30,
text,in,sp10-01-45,2010-08-05 17:53:25,
text,in,sp10-01-45,2010-08-05 17:04:57,
text,in,sp10-01-45,2010-08-10 16:45:15,
text,in,sp10-01-45,2010-08-10 16:43:08,
text,out,sp10-01-45,2010-08-10 16:43:33,
text,out,sp10-01-45,2010-08-12 14:18:29,
text,in,sp10-01-40,2010-08-13 13:31:21,
text,out,sp10-01-40,2010-08-13 13:30:09,
text,in,sp10-01-45,2010-08-14 15:56:32,
text,in,sp10-01-41,2010-08-14 15:56:26,
text,out,sp10-01-45,2010-08-16 17:56:47,
text,in,sp10-01-38,2010-08-18 10:47:05,
text,in,sp10-01-38,2010-08-18 10:31:54,
text,in,sp10-01-38,2010-08-18 10:23:51,
text,out,sp10-01-38,2010-08-18 10:38:20,
text,out,sp10-01-38,2010-08-18 10:28:26,
text,in,sp10-01-38,2010-08-18 22:37:05,
text,in,sp10-01-38,2010-08-18 22:07:12,
text,out,sp10-01-38,2010-08-18 22:08:09,
text,in,sp10-01-38,2010-08-19 14:32:56,
text,out,sp10-01-38,2010-08-19 14:45:11,
text,out,sp10-01-45,2010-08-20 17:45:20,
text,in,sp10-01-45,2010-08-26 14:26:40,
text,out,sp10-01-45,2010-08-26 14:27:21,
text,in,sp10-01-45,2010-09-02 08:43:06,
text,in,sp10-01-45,2010-09-06 17:16:39,
text,in,sp10-01-45,2010-09-06 17:10:04,
text,in,sp10-01-45,2010-09-06 12:35:59,
text,in,sp10-01-45,2010-09-06 11:32:09,
text,in,sp10-01-45,2010-09-06 11:31:59,
text,in,sp10-01-07,2010-09-06 10:10:34,
text,out,sp10-01-45,2010-09-06 17:17:02,
text,out,sp10-01-45,2010-09-06 16:58:06,
text,out,sp10-01-45,2010-09-06 11:48:15,
text,out,sp10-01-07,2010-09-06 11:13:57,
text,in,sp10-01-45,2010-09-08 16:49:48,
text,in,sp10-01-45,2010-09-11 19:09:54,
text,in,sp10-01-07,2010-09-17 19:08:58,
text,in,sp10-01-40,2010-09-18 20:37:10,
text,in,sp10-01-45,2010-09-21 11:49:20,
text,in,sp10-01-45,2010-09-21 11:47:58,
text,in,sp10-01-45,2010-09-21 11:27:33,
text,in,sp10-01-45,2010-09-21 11:23:11,
text,in,sp10-01-45,2010-09-21 11:21:44,
text,in,sp10-01-45,2010-09-21 10:03:35,
text,out,sp10-01-45,2010-09-21 11:47:20,
text,out,sp10-01-45,2010-09-21 11:47:02,
text,out,sp10-01-45,2010-09-21 11:22:34,
text,out,sp10-01-45,2010-09-21 11:20:33,
text,out,sp10-01-45,2010-09-21 10:03:55,
text,in,sp10-01-45,2010-09-25 16:30:20,
text,in,sp10-01-45,2010-09-25 16:30:14,
text,in,sp10-01-45,2010-09-25 19:46:37,
text,out,sp10-01-45,2010-09-25 19:47:28,
text,in,sp10-01-45,2010-10-01 16:05:34,
text,in,sp10-01-40,2010-10-02 19:48:03,
text,in,sp10-01-40,2010-10-16 18:52:04,
text,out,sp10-01-40,2010-10-16 19:07:53,
text,in,sp10-01-07,2010-10-25 13:02:10,
text,in,sp10-01-07,2010-10-25 12:02:27,
text,out,sp10-01-07,2010-10-25 15:50:19,
text,out,sp10-01-07,2010-10-25 12:55:12,
text,in,sp10-01-45,2010-10-28 18:02:03,
text,in,sp10-01-38,2010-11-09 18:43:31,
text,in,sp10-01-40,2010-11-12 21:36:38,
text,out,sp10-01-40,2010-11-12 21:38:17,
text,in,sp10-01-07,2010-11-14 10:05:06,
text,out,sp10-01-07,2010-11-14 10:05:40,
text,in,sp10-01-38,2010-11-14 20:16:11,
text,out,sp10-01-40,2010-11-17 08:48:29,
text,out,sp10-01-38,2010-11-18 13:36:13,
text,in,sp10-01-40,2010-11-19 16:48:25,
text,in,sp10-01-40,2010-11-20 18:09:37,
text,in,sp10-01-40,2010-11-20 18:05:53,
text,out,sp10-01-40,2010-11-20 18:11:08,
text,out,sp10-01-40,2010-11-20 18:08:32,
text,in,sp10-01-40,2010-11-20 19:49:37,
text,out,sp10-01-40,2010-11-20 19:52:43,
text,out,sp10-01-40,2010-11-20 19:52:14,
text,in,sp10-01-40,2010-11-20 21:19:40,
text,in,sp10-01-40,2010-11-20 22:22:29,
text,out,sp10-01-40,2010-11-20 22:23:11,
text,in,sp10-01-38,2010-11-22 15:23:00,
text,in,sp10-01-38,2010-11-22 15:06:22,
text,out,sp10-01-38,2010-11-22 15:23:33,
text,out,sp10-01-38,2010-11-22 15:17:04,
text,in,sp10-01-07,2010-11-28 10:14:31,
text,out,sp10-01-07,2010-11-28 10:23:15,
text,in,sp10-01-38,2010-12-05 11:36:05,
text,in,sp10-01-38,2010-12-05 11:21:08,
text,out,sp10-01-38,2010-12-05 11:31:36,
text,in,sp10-01-40,2010-12-10 17:41:13,
text,in,sp10-01-40,2010-12-10 17:37:02,
text,out,sp10-01-40,2010-12-10 17:39:43,
text,out,sp10-01-40,2010-12-10 17:38:17,
text,out,sp10-01-38,2010-12-12 12:40:35,
text,in,sp10-01-38,2010-12-19 12:12:04,
text,out,sp10-01-38,2010-12-19 12:35:06,
text,out,sp10-01-38,2010-12-19 18:56:39,
text,in,sp10-01-45,2010-12-28 19:39:24,
text,in,sp10-01-45,2010-12-28 19:47:39,
text,out,sp10-01-45,2010-12-28 19:40:20,
text,out,sp10-01-45,2010-12-28 20:38:27,
text,in,sp10-01-45,2011-01-02 17:41:28,
text,in,sp10-01-41,2011-01-02 15:00:16,
text,out,sp10-01-45,2011-01-02 17:37:48,
text,out,sp10-01-41,2011-01-02 15:16:06,
text,in,sp10-01-40,2011-01-04 17:07:37,
text,in,sp10-01-45,2011-01-06 09:59:34,
text,in,sp10-01-45,2011-01-06 09:56:21,
text,out,sp10-01-45,2011-01-06 09:57:16,
text,in,sp10-01-44,2011-01-16 17:04:11,
text,out,sp10-01-44,2011-01-16 17:10:34,
text,in,sp10-01-45,2011-01-20 16:10:53,
text,out,sp10-01-45,2011-01-20 19:00:32,
text,in,sp10-01-45,2011-01-22 10:33:06,
text,in,sp10-01-45,2011-01-22 06:57:58,
text,in,sp10-01-45,2011-01-22 06:52:06,
text,in,sp10-01-45,2011-01-22 06:38:33,
text,in,sp10-01-45,2011-01-23 08:38:35,
text,in,sp10-01-45,2011-01-23 08:38:25,
