interaction,direction,correspondent_id,datetime,call_duration
text,in,fa10-01-19,2010-10-02 17:03:20,
text,in,fa10-01-19,2010-10-02 17:02:20,
text,in,fa10-01-19,2010-10-07 15:09:40,
text,in,fa10-01-19,2010-10-07 15:07:54,
text,out,fa10-01-19,2010-10-07 15:10:03,
text,out,fa10-01-19,2010-10-07 15:08:43,
text,out,fa10-01-19,2010-10-07 15:40:18,
text,in,fa10-01-19,2010-10-07 15:59:36,
text,out,fa10-01-19,2010-10-07 16:07:19,
text,out,fa10-01-19,2010-10-07 16:18:53,
text,in,fa10-01-19,2010-10-07 16:46:43,
text,out,fa10-01-19,2010-10-07 16:49:22,
text,in,fa10-01-19,2010-10-07 17:55:20,
text,out,fa10-01-19,2010-10-08 15:26:21,
text,in,fa10-01-19,2010-10-12 14:40:26,
text,out,fa10-01-19,2010-10-15 09:30:51,
text,in,fa10-01-19,2010-10-15 09:54:19,
text,in,fa10-01-19,2010-10-15 11:22:37,
text,out,fa10-01-19,2010-10-15 11:59:46,
text,in,fa10-01-19,2010-10-20 13:29:09,
text,in,fa10-01-19,2010-10-20 13:19:42,
text,in,fa10-01-19,2010-10-20 12:40:16,
text,in,fa10-01-19,2010-10-20 12:26:06,
text,in,fa10-01-19,2010-10-21 16:24:36,
text,out,fa10-01-19,2010-10-21 16:09:04,
text,out,fa10-01-19,2010-10-21 16:05:11,
text,out,fa10-01-19,2010-10-22 13:08:22,
text,in,fa10-01-19,2010-10-22 13:51:32,
text,in,fa10-01-19,2010-10-22 13:56:03,
text,out,fa10-01-19,2010-10-22 14:04:20,
text,in,fa10-01-19,2010-10-22 14:22:39,
text,in,fa10-01-19,2010-10-22 14:20:52,
text,out,fa10-01-19,2010-10-22 14:41:17,
text,in,fa10-01-19,2010-10-22 15:08:56,
text,in,fa10-01-19,2010-10-22 15:19:55,
text,out,fa10-01-19,2010-10-22 15:11:50,
text,out,fa10-01-19,2010-10-22 15:11:19,
text,in,fa10-01-19,2010-10-25 14:43:03,
text,in,fa10-01-19,2010-10-25 14:42:54,
text,out,fa10-01-19,2010-10-25 14:56:54,
text,in,fa10-01-19,2010-10-25 16:33:35,
text,in,fa10-01-19,2010-10-25 17:10:30,
text,out,fa10-01-19,2010-10-25 17:09:07,
text,in,fa10-01-19,2010-10-25 17:21:05,
text,out,fa10-01-19,2010-10-25 17:21:47,
text,in,fa10-01-19,2010-10-26 11:36:47,
text,out,fa10-01-19,2010-10-26 11:32:51,
text,out,sp10-01-08,2010-10-26 19:51:47,
text,in,sp10-01-08,2010-10-27 09:08:13,
text,out,fa10-01-19,2010-10-27 13:55:39,
text,in,fa10-01-19,2010-10-27 15:09:40,
text,in,fa10-01-19,2010-10-27 14:37:00,
text,in,fa10-01-19,2010-10-27 14:24:57,
text,out,fa10-01-19,2010-10-27 14:51:59,
text,out,fa10-01-19,2010-10-27 14:28:00,
text,in,fa10-01-19,2010-10-28 11:18:46,
text,in,fa10-01-19,2010-10-28 11:15:17,
text,in,fa10-01-19,2010-10-28 11:01:12,
text,out,fa10-01-19,2010-10-28 11:20:44,
text,out,fa10-01-19,2010-10-28 11:17:23,
text,out,fa10-01-19,2010-10-28 11:12:42,
text,out,fa10-01-19,2010-10-28 11:12:23,
text,out,fa10-01-19,2010-10-28 10:59:35,
text,in,fa10-01-19,2010-10-28 11:55:19,
text,in,fa10-01-19,2010-10-28 11:55:16,
text,in,fa10-01-19,2010-10-28 17:19:03,
text,out,fa10-01-19,2010-10-28 16:54:25,
text,out,fa10-01-19,2010-10-28 15:35:44,
text,in,fa10-01-19,2010-10-29 11:40:47,
text,in,fa10-01-19,2010-10-29 11:23:12,
text,out,fa10-01-19,2010-10-29 11:39:10,
text,out,fa10-01-19,2010-10-29 11:21:23,
text,out,fa10-01-19,2010-10-29 08:12:09,
text,in,fa10-01-19,2010-10-29 16:04:17,
text,in,fa10-01-19,2010-10-29 15:47:25,
text,out,fa10-01-19,2010-10-29 17:15:25,
text,in,fa10-01-19,2010-10-29 17:19:39,
